Dataset,K,Repetition,Seed,Model,Method,Epsilon,FairlearnTolerance,AdversarialWeight,Accuracy,Unfairness,RuntimeSeconds
DRUG,2,21,210777,GBM,Fairlearn,,0.5,,0.7984084880636605,0.11142369991474854,1.615518599999632
DRUG,2,21,210777,GBM,Fairlearn,,1.0,,0.8063660477453581,0.1280193236714976,1.4016362000002118
DRUG,2,21,210777,GBM,Fairlearn,,2.5,,0.8116710875331565,0.25112247797669796,1.664335000000392
DRUG,2,21,210777,GBM,Fairlearn,,5.0,,0.8090185676392573,0.3565785734583689,1.2358660999998392
DRUG,2,21,210777,GBM,Fairlearn,,10.0,,0.8116710875331565,0.35069622051719246,2.512686300000496
DRUG,2,21,210777,NN,Unfair,,,,0.8063660477453581,0.41707871554418874,
DRUG,2,21,210777,NN,Our Eps-Fair,0.01,,,0.7957559681697612,0.06058539357772097,0.023354599999947823
DRUG,2,21,210777,NN,Our Eps-Fair,0.1,,,0.7931034482758621,0.09650468883205454,0.019373200000700308
DRUG,2,21,210777,NN,Our Eps-Fair,0.3,,,0.8116710875331565,0.3175049730036943,0.014573199999176722
DRUG,2,21,210777,NN,Our Eps-Fair,0.5,,,0.8063660477453581,0.41707871554418874,0.002403000000413158
DRUG,2,21,210777,NN,Our Eps-Fair,0.9,,,0.8063660477453581,0.41707871554418874,0.002558099999987462
DRUG,2,21,210777,NN,Fair-adversarial,,,0.01,0.7984084880636605,0.458255186132424,3.1138019999998505
DRUG,2,21,210777,NN,Fair-adversarial,,,0.1,0.8090185676392573,0.3790565501562944,3.30731250000008
DRUG,2,21,210777,NN,Fair-adversarial,,,0.5,0.8063660477453581,0.36666666666666664,3.071968299999753
DRUG,2,21,210777,NN,Fair-adversarial,,,0.9,0.8116710875331565,0.4084683148621768,3.3748747000008734
DRUG,2,21,210777,NN,Fair-adversarial,,,1.0,0.7108753315649867,0.03242398408638825,3.063227500000721
DRUG,2,22,220777,reglog,Unfair,,,,0.8090185676392573,0.37570332480818414,0.0002814999998008716
DRUG,2,22,220777,reglog,Our Eps-Fair,0.0,,,0.7745358090185677,0.020886615515771534,0.0337811999997939
DRUG,2,22,220777,reglog,Our Eps-Fair,0.1,,,0.7798408488063661,0.07760727479397556,0.010072799999761628
DRUG,2,22,220777,reglog,Our Eps-Fair,0.2,,,0.8063660477453581,0.22529127593066217,0.015784199999870907
DRUG,2,22,220777,reglog,Our Eps-Fair,0.3,,,0.8090185676392573,0.2868428530832623,0.017062500000065484
DRUG,2,22,220777,reglog,Our Eps-Fair,0.4,,,0.8090185676392573,0.37570332480818414,0.0034256000008099363
DRUG,2,22,220777,reglog,Our Eps-Fair,0.5,,,0.8090185676392573,0.37570332480818414,0.003466300000582123
DRUG,2,22,220777,reglog,Fairlearn,,0.0001,,0.7798408488063661,0.06689400397840295,0.6563998000001448
DRUG,2,22,220777,reglog,Fairlearn,,0.5,,0.7745358090185677,0.0540778630292697,0.6320085999996081
DRUG,2,22,220777,reglog,Fairlearn,,1.0,,0.7771883289124668,0.05785734583688551,0.6460697000002256
DRUG,2,22,220777,reglog,Fairlearn,,2.5,,0.7931034482758621,0.13810741687979544,0.6932710000000952
DRUG,2,22,220777,reglog,Fairlearn,,5.0,,0.8037135278514589,0.2526001705029838,0.6616693999994823
DRUG,2,22,220777,reglog,Fairlearn,,10.0,,0.8063660477453581,0.24776925262858768,1.0911394000004293
DRUG,2,22,220777,RF,Unfair,,,,0.8249336870026526,0.32003410059676046,0.008276999999907275
DRUG,2,22,220777,RF,Our Eps-Fair,0.0,,,0.7745358090185677,0.03580562659846548,0.02176289999988512
DRUG,2,22,220777,RF,Our Eps-Fair,0.1,,,0.8037135278514589,0.13915885194657573,0.017840999999862106
DRUG,2,22,220777,RF,Our Eps-Fair,0.2,,,0.8222811671087533,0.24671781756180733,0.016020799999751034
DRUG,2,22,220777,RF,Our Eps-Fair,0.3,,,0.8249336870026526,0.32003410059676046,0.0028125999997428153
DRUG,2,22,220777,RF,Our Eps-Fair,0.4,,,0.8249336870026526,0.32003410059676046,0.00238439999975526
DRUG,2,22,220777,RF,Our Eps-Fair,0.5,,,0.8249336870026526,0.32003410059676046,0.0022519999993164674
DRUG,2,22,220777,RF,Fairlearn,,0.0001,,0.7824933687002652,0.03958510940608129,3.2036402000003363
DRUG,2,22,220777,RF,Fairlearn,,0.5,,0.7612732095490716,0.048195510088093196,2.655018299999938
DRUG,2,22,220777,RF,Fairlearn,,1.0,,0.7559681697612732,0.0364308042057403,3.71108170000025
DRUG,2,22,220777,RF,Fairlearn,,2.5,,0.8169761273209549,0.22213697073032113,3.0060879000002387
DRUG,2,22,220777,RF,Fairlearn,,5.0,,0.8143236074270557,0.24083546462063088,3.3148823999999877
DRUG,2,22,220777,RF,Fairlearn,,10.0,,0.830238726790451,0.28263711281614096,4.950441299999511
DRUG,2,22,220777,GBM,Unfair,,,,0.8143236074270557,0.3265416311452118,0.0031192999995255377
DRUG,2,22,220777,GBM,Our Eps-Fair,0.0,,,0.7692307692307693,0.025092355782892928,0.04301870000017516
DRUG,2,22,220777,GBM,Our Eps-Fair,0.1,,,0.8037135278514589,0.15407786302926968,0.02072390000012092
DRUG,2,22,220777,GBM,Our Eps-Fair,0.2,,,0.8169761273209549,0.21247513498152887,0.03704379999999219
DRUG,2,22,220777,GBM,Our Eps-Fair,0.3,,,0.8116710875331565,0.3206592782040353,0.0074334999999337015
DRUG,2,22,220777,GBM,Our Eps-Fair,0.4,,,0.8143236074270557,0.3265416311452118,0.002303100000062841
DRUG,2,22,220777,GBM,Our Eps-Fair,0.5,,,0.8143236074270557,0.3265416311452118,0.0022979000004852423
DRUG,2,22,220777,GBM,Fairlearn,,0.0001,,0.7692307692307693,0.05618073316283034,1.0705291000003854
DRUG,2,22,220777,GBM,Fairlearn,,0.5,,0.76657824933687,0.0717249218527991,1.0419757999998183
DRUG,2,22,220777,GBM,Fairlearn,,1.0,,0.7586206896551724,0.0412617220801364,1.052292800000032
DRUG,2,22,220777,GBM,Fairlearn,,2.5,,0.7957559681697612,0.16646774651889745,1.2311179999996966
DRUG,2,22,220777,GBM,Fairlearn,,5.0,,0.8037135278514589,0.26331344131855644,1.2229403999999704
DRUG,2,22,220777,GBM,Fairlearn,,10.0,,0.8090185676392573,0.26121057118499574,1.8729668000005404
DRUG,2,22,220777,NN,Unfair,,,,0.8116710875331565,0.3366297243535095,
DRUG,2,22,220777,NN,Our Eps-Fair,0.01,,,0.7771883289124668,0.02571753339016769,0.017934800000148243
DRUG,2,22,220777,NN,Our Eps-Fair,0.1,,,0.7904509283819628,0.10869565217391308,0.007019699999545992
DRUG,2,22,220777,NN,Our Eps-Fair,0.3,,,0.8143236074270557,0.33074737141233307,0.015556999999716936
DRUG,2,22,220777,NN,Our Eps-Fair,0.5,,,0.8116710875331565,0.3366297243535095,0.002232499999990978
DRUG,2,22,220777,NN,Our Eps-Fair,0.9,,,0.8116710875331565,0.3366297243535095,0.002817700000377954
DRUG,2,22,220777,NN,Fair-adversarial,,,0.01,0.8169761273209549,0.36666666666666664,3.050068200000169
DRUG,2,22,220777,NN,Fair-adversarial,,,0.1,0.8063660477453581,0.3034384768400114,3.0355013999997027
DRUG,2,22,220777,NN,Fair-adversarial,,,0.5,0.8116710875331565,0.2156294401818699,2.971199599999636
DRUG,2,22,220777,NN,Fair-adversarial,,,0.9,0.7984084880636605,0.2557544757033248,3.1177074999995966
DRUG,2,22,220777,NN,Fair-adversarial,,,1.0,0.8037135278514589,0.2643648763853368,3.0761657000002742
DRUG,2,23,230777,reglog,Unfair,,,,0.8143236074270557,0.34341111678873565,0.00048009999954956584
DRUG,2,23,230777,reglog,Our Eps-Fair,0.0,,,0.7798408488063661,0.036251632317038596,0.032374999999774445
DRUG,2,23,230777,reglog,Our Eps-Fair,0.1,,,0.8037135278514589,0.09129620166922164,0.022348100000272098
DRUG,2,23,230777,reglog,Our Eps-Fair,0.2,,,0.8169761273209549,0.18474990064157154,0.01714350000020204
DRUG,2,23,230777,reglog,Our Eps-Fair,0.3,,,0.8196286472148541,0.321012888207574,0.01942499999950087
DRUG,2,23,230777,reglog,Our Eps-Fair,0.4,,,0.8143236074270557,0.34341111678873565,0.002379999999902793
DRUG,2,23,230777,reglog,Our Eps-Fair,0.5,,,0.8143236074270557,0.34341111678873565,0.002457200000208104
DRUG,2,23,230777,reglog,Fairlearn,,0.0001,,0.7745358090185677,0.07034576733094877,0.7003765999997995
DRUG,2,23,230777,reglog,Fairlearn,,0.5,,0.7745358090185677,0.058649860898200235,0.7039657000004809
DRUG,2,23,230777,reglog,Fairlearn,,1.0,,0.7692307692307693,0.08204167376369731,0.7129214999995384
DRUG,2,23,230777,reglog,Fairlearn,,2.5,,0.8063660477453581,0.09714415488559586,0.5174770000003264
DRUG,2,23,230777,reglog,Fairlearn,,5.0,,0.8222811671087533,0.17504116277749387,0.6698432000002867
DRUG,2,23,230777,reglog,Fairlearn,,10.0,,0.8143236074270557,0.3103105660591609,1.4248704000001453
DRUG,2,23,230777,RF,Unfair,,,,0.8037135278514589,0.24212229603134056,0.01771519999965676
DRUG,2,23,230777,RF,Our Eps-Fair,0.0,,,0.7639257294429708,0.04894112303412257,0.02149120000012772
DRUG,2,23,230777,RF,Our Eps-Fair,0.1,,,0.7957559681697612,0.06404360415602112,0.0238283999997293
DRUG,2,23,230777,RF,Our Eps-Fair,0.2,,,0.8037135278514589,0.17890194742519733,0.021527800000512798
DRUG,2,23,230777,RF,Our Eps-Fair,0.3,,,0.8037135278514589,0.24212229603134056,0.003934299999855284
DRUG,2,23,230777,RF,Our Eps-Fair,0.4,,,0.8037135278514589,0.24212229603134056,0.003844399999252346
DRUG,2,23,230777,RF,Our Eps-Fair,0.5,,,0.8037135278514589,0.24212229603134056,0.003985100000136299
DRUG,2,23,230777,RF,Fairlearn,,0.0001,,0.7559681697612732,0.055782660534832273,8.713082799999938
DRUG,2,23,230777,RF,Fairlearn,,0.5,,0.7612732095490716,0.058763413387838526,8.273370299999442
DRUG,2,23,230777,RF,Fairlearn,,1.0,,0.7427055702917772,0.07332652018395508,8.962960099999691
DRUG,2,23,230777,RF,Fairlearn,,2.5,,0.8010610079575596,0.1379662749105774,10.275556999999935
DRUG,2,23,230777,RF,Fairlearn,,5.0,,0.8169761273209549,0.27036847782887646,8.208308099999158
DRUG,2,23,230777,RF,Fairlearn,,10.0,,0.8169761273209549,0.27036847782887646,16.58064469999954
DRUG,2,23,230777,GBM,Unfair,,,,0.8010610079575596,0.2586725713961279,0.0025202999995599384
DRUG,2,23,230777,GBM,Our Eps-Fair,0.0,,,0.7586206896551724,0.014846988020212393,0.02953799999977491
DRUG,2,23,230777,GBM,Our Eps-Fair,0.1,,,0.7877984084880637,0.08059387952080849,0.030952999999499298
DRUG,2,23,230777,GBM,Our Eps-Fair,0.2,,,0.8090185676392573,0.18960426957361037,0.0385842000005141
DRUG,2,23,230777,GBM,Our Eps-Fair,0.3,,,0.8010610079575596,0.2586725713961279,0.0022096000002420624
DRUG,2,23,230777,GBM,Our Eps-Fair,0.4,,,0.8010610079575596,0.2586725713961279,0.002160899999580579
DRUG,2,23,230777,GBM,Our Eps-Fair,0.5,,,0.8010610079575596,0.2586725713961279,0.0021575999999186024
DRUG,2,23,230777,GBM,Fairlearn,,0.0001,,0.7480106100795756,0.049934707318458005,0.871483700000681
DRUG,2,23,230777,GBM,Fairlearn,,0.5,,0.7453580901856764,0.06648498268324537,0.8537624000000505
DRUG,2,23,230777,GBM,Fairlearn,,1.0,,0.7400530503978779,0.08888321126440701,1.0035720999994737
DRUG,2,23,230777,GBM,Fairlearn,,2.5,,0.7824933687002652,0.10199852381763469,0.9305880000001707
DRUG,2,23,230777,GBM,Fairlearn,,5.0,,0.8010610079575596,0.20416737636972698,0.9644654000003356
DRUG,2,23,230777,GBM,Fairlearn,,10.0,,0.7984084880636605,0.19931300743768815,1.5115187000001242
DRUG,2,23,230777,NN,Unfair,,,,0.8169761273209549,0.3054561971271221,
DRUG,2,23,230777,NN,Our Eps-Fair,0.01,,,0.7771883289124668,0.0323908476693352,0.01863709999997809
DRUG,2,23,230777,NN,Our Eps-Fair,0.1,,,0.7957559681697612,0.053341282007608015,0.01615129999936471
DRUG,2,23,230777,NN,Our Eps-Fair,0.3,,,0.8196286472148541,0.28791233747799927,0.027446799999779614
DRUG,2,23,230777,NN,Our Eps-Fair,0.5,,,0.8169761273209549,0.3054561971271221,0.002260099999148224
DRUG,2,23,230777,NN,Our Eps-Fair,0.9,,,0.8169761273209549,0.3054561971271221,0.0025073999995584018
DRUG,2,23,230777,NN,Fair-adversarial,,,0.01,0.8222811671087533,0.269374893544541,3.3406009999998787
DRUG,2,23,230777,NN,Fair-adversarial,,,0.1,0.8143236074270557,0.21200249815477207,3.3480820000004314
DRUG,2,23,230777,NN,Fair-adversarial,,,0.5,0.8037135278514589,0.17890194742519733,3.6184462000001076
DRUG,2,23,230777,NN,Fair-adversarial,,,0.9,0.8063660477453581,0.15287003917560893,3.648482500000682
DRUG,2,23,230777,NN,Fair-adversarial,,,1.0,0.7798408488063661,0.028416510531993455,3.359487900000204
DRUG,2,24,240777,reglog,Unfair,,,,0.7984084880636605,0.4056378811105434,0.00034640000012586825
DRUG,2,24,240777,reglog,Our Eps-Fair,0.0,,,0.7745358090185677,0.06779083631408617,0.024708799999643816
DRUG,2,24,240777,reglog,Our Eps-Fair,0.1,,,0.7798408488063661,0.1593709192074036,0.021156699999664852
DRUG,2,24,240777,reglog,Our Eps-Fair,0.2,,,0.7824933687002652,0.23042638959859202,0.024345300000277348
DRUG,2,24,240777,reglog,Our Eps-Fair,0.3,,,0.7904509283819628,0.33656957928802594,0.016250399999989895
DRUG,2,24,240777,reglog,Our Eps-Fair,0.4,,,0.7984084880636605,0.4056378811105434,0.004777000000103726
DRUG,2,24,240777,reglog,Our Eps-Fair,0.5,,,0.7984084880636605,0.4056378811105434,0.003995500000200991
DRUG,2,24,240777,reglog,Fairlearn,,0.0001,,0.7692307692307693,0.0794867427468347,0.8353698000000804
DRUG,2,24,240777,reglog,Fairlearn,,0.5,,0.76657824933687,0.08533469596320897,0.8433666000000812
DRUG,2,24,240777,reglog,Fairlearn,,1.0,,0.76657824933687,0.07363878953046044,0.7265723999998954
DRUG,2,24,240777,reglog,Fairlearn,,2.5,,0.7798408488063661,0.12627036847782885,0.6976261999998314
DRUG,2,24,240777,reglog,Fairlearn,,5.0,,0.7904509283819628,0.29177312212570267,0.8009910000000673
DRUG,2,24,240777,reglog,Fairlearn,,10.0,,0.7904509283819628,0.3462783171521036,1.1678680999993958
DRUG,2,24,240777,RF,Unfair,,,,0.8116710875331565,0.31218418213819343,0.013289299999996729
DRUG,2,24,240777,RF,Our Eps-Fair,0.0,,,0.7586206896551724,0.007551240560949302,0.014607999999498134
DRUG,2,24,240777,RF,Our Eps-Fair,0.1,,,0.7771883289124668,0.06989155737239539,0.017015299999911804
DRUG,2,24,240777,RF,Our Eps-Fair,0.2,,,0.7904509283819628,0.19247146993697845,0.012335999999777414
DRUG,2,24,240777,RF,Our Eps-Fair,0.3,,,0.8116710875331565,0.31218418213819343,0.028607299999748648
DRUG,2,24,240777,RF,Our Eps-Fair,0.4,,,0.8116710875331565,0.31218418213819343,0.00226340000062919
DRUG,2,24,240777,RF,Our Eps-Fair,0.5,,,0.8116710875331565,0.31218418213819343,0.0021890999996685423
DRUG,2,24,240777,RF,Fairlearn,,0.0001,,0.7745358090185677,0.06679725202975073,6.845638199999485
DRUG,2,24,240777,RF,Fairlearn,,0.5,,0.76657824933687,0.0619428830977119,8.69643890000043
DRUG,2,24,240777,RF,Fairlearn,,1.0,,0.7745358090185677,0.07849315846249927,6.904516700000386
DRUG,2,24,240777,RF,Fairlearn,,2.5,,0.8037135278514589,0.24984386532674735,7.3692448000001605
DRUG,2,24,240777,RF,Fairlearn,,5.0,,0.8063660477453581,0.2556918185431216,6.468197099999998
DRUG,2,24,240777,RF,Fairlearn,,10.0,,0.8063660477453581,0.2790836314086187,12.971072000000277
DRUG,2,24,240777,GBM,Unfair,,,,0.8063660477453581,0.3199057514336002,0.0031652999996367726
DRUG,2,24,240777,GBM,Our Eps-Fair,0.0,,,0.7718832891246684,0.07661954238346674,0.02433000000019092
DRUG,2,24,240777,GBM,Our Eps-Fair,0.1,,,0.7851458885941645,0.12627036847782885,0.02260039999964647
DRUG,2,24,240777,GBM,Our Eps-Fair,0.2,,,0.7957559681697612,0.22358485209788231,0.030896100000063598
DRUG,2,24,240777,GBM,Our Eps-Fair,0.3,,,0.8063660477453581,0.3199057514336002,0.0035524000004443224
DRUG,2,24,240777,GBM,Our Eps-Fair,0.4,,,0.8063660477453581,0.3199057514336002,0.003885499999341846
DRUG,2,24,240777,GBM,Our Eps-Fair,0.5,,,0.8063660477453581,0.3199057514336002,0.0034771000000546337
DRUG,2,24,240777,GBM,Fairlearn,,0.0001,,0.7559681697612732,0.0512405609492988,1.4624491000004127
DRUG,2,24,240777,GBM,Fairlearn,,0.5,,0.7612732095490716,0.08434111167887354,1.4618368000001283
DRUG,2,24,240777,GBM,Fairlearn,,1.0,,0.7559681697612732,0.06293646738204733,1.4375068999997893
DRUG,2,24,240777,GBM,Fairlearn,,2.5,,0.7745358090185677,0.16907965707148137,1.6467007000001104
DRUG,2,24,240777,GBM,Fairlearn,,5.0,,0.8010610079575596,0.24498949639470852,1.4513860999995813
DRUG,2,24,240777,GBM,Fairlearn,,10.0,,0.8063660477453581,0.3199057514336002,2.4110952999999427
DRUG,2,24,240777,NN,Unfair,,,,0.7904509283819628,0.3783852835973429,
DRUG,2,24,240777,NN,Our Eps-Fair,0.01,,,0.7771883289124668,0.12141599954579002,0.023268199999620265
DRUG,2,24,240777,NN,Our Eps-Fair,0.1,,,0.7771883289124668,0.13311190597853856,0.020405299999765703
DRUG,2,24,240777,NN,Our Eps-Fair,0.3,,,0.7851458885941645,0.32288650428660653,0.020972700000129407
DRUG,2,24,240777,NN,Our Eps-Fair,0.5,,,0.7904509283819628,0.3783852835973429,0.002244799999971292
DRUG,2,24,240777,NN,Our Eps-Fair,0.9,,,0.7904509283819628,0.3783852835973429,0.002332400000341295
DRUG,2,24,240777,NN,Fair-adversarial,,,0.01,0.7984084880636605,0.4270425254073696,3.242485400000078
DRUG,2,24,240777,NN,Fair-adversarial,,,0.1,0.7904509283819628,0.31019701356952256,3.2828408000004856
DRUG,2,24,240777,NN,Fair-adversarial,,,0.5,0.7877984084880637,0.24510304888434686,3.147678299999825
DRUG,2,24,240777,NN,Fair-adversarial,,,0.9,0.7824933687002652,0.2169704195764492,3.353834300000017
DRUG,2,24,240777,NN,Fair-adversarial,,,1.0,0.7771883289124668,0.21895758814512006,3.427136899999823
DRUG,2,25,250777,reglog,Unfair,,,,0.8063660477453581,0.4126740551292981,0.00045259999933477957
DRUG,2,25,250777,reglog,Our Eps-Fair,0.0,,,0.7612732095490716,0.02992327365728903,0.03842660000009346
DRUG,2,25,250777,reglog,Our Eps-Fair,0.1,,,0.7931034482758621,0.14231315714691678,0.017406599999958416
DRUG,2,25,250777,reglog,Our Eps-Fair,0.2,,,0.8090185676392573,0.30826939471440745,0.010563900000306603
DRUG,2,25,250777,reglog,Our Eps-Fair,0.3,,,0.8063660477453581,0.4126740551292981,0.002453899999636633
DRUG,2,25,250777,reglog,Our Eps-Fair,0.4,,,0.8063660477453581,0.4126740551292981,0.0023086000001057982
DRUG,2,25,250777,reglog,Our Eps-Fair,0.5,,,0.8063660477453581,0.4126740551292981,0.002304099999491882
DRUG,2,25,250777,reglog,Fairlearn,,0.0001,,0.76657824933687,0.02887183859050868,0.8424452999997811
DRUG,2,25,250777,reglog,Fairlearn,,0.5,,0.7639257294429708,0.022989485649332175,0.6293527999996513
DRUG,2,25,250777,reglog,Fairlearn,,1.0,,0.7612732095490716,0.02026143790849677,0.6619909999999436
DRUG,2,25,250777,reglog,Fairlearn,,2.5,,0.7718832891246684,0.0748792270531401,0.595979200000329
DRUG,2,25,250777,reglog,Fairlearn,,5.0,,0.8169761273209549,0.3452401250355215,0.8011779999997088
DRUG,2,25,250777,reglog,Fairlearn,,10.0,,0.8063660477453581,0.4126740551292981,1.109404399999221
DRUG,2,25,250777,RF,Unfair,,,,0.8010610079575596,0.3752770673486786,0.014602799999920535
DRUG,2,25,250777,RF,Our Eps-Fair,0.0,,,0.7798408488063661,0.11395282750781477,0.014607199999773002
DRUG,2,25,250777,RF,Our Eps-Fair,0.1,,,0.8037135278514589,0.1958795112247798,0.011680899999191752
DRUG,2,25,250777,RF,Our Eps-Fair,0.2,,,0.8010610079575596,0.29923273657289007,0.02639279999948485
DRUG,2,25,250777,RF,Our Eps-Fair,0.3,,,0.7931034482758621,0.35973287865870984,0.01539649999995163
DRUG,2,25,250777,RF,Our Eps-Fair,0.4,,,0.8010610079575596,0.3752770673486786,0.0023557000004075235
DRUG,2,25,250777,RF,Our Eps-Fair,0.5,,,0.8010610079575596,0.3752770673486786,0.0037241999998514075
DRUG,2,25,250777,RF,Fairlearn,,0.0001,,0.7612732095490716,0.046092639954532555,8.478707199999917
DRUG,2,25,250777,RF,Fairlearn,,0.5,,0.7639257294429708,0.051974992895709005,9.618206099999952
DRUG,2,25,250777,RF,Fairlearn,,1.0,,0.7586206896551724,0.01983518044899124,7.962179799999831
DRUG,2,25,250777,RF,Fairlearn,,2.5,,0.7984084880636605,0.1830633702756465,8.543384900000092
DRUG,2,25,250777,RF,Fairlearn,,5.0,,0.7984084880636605,0.38221085535663546,6.913632800000414
DRUG,2,25,250777,RF,Fairlearn,,10.0,,0.8063660477453581,0.3538505257175334,14.487280800000008
DRUG,2,25,250777,GBM,Unfair,,,,0.8063660477453581,0.36666666666666664,0.00232030000006489
DRUG,2,25,250777,GBM,Our Eps-Fair,0.0,,,0.7745358090185677,0.13432793407217958,0.02690919999986363
DRUG,2,25,250777,GBM,Our Eps-Fair,0.1,,,0.7957559681697612,0.19104859335038366,0.04571459999988292
DRUG,2,25,250777,GBM,Our Eps-Fair,0.2,,,0.8090185676392573,0.30721795964762716,0.027956799999628856
DRUG,2,25,250777,GBM,Our Eps-Fair,0.3,,,0.8063660477453581,0.36666666666666664,0.002838299999893934
DRUG,2,25,250777,GBM,Our Eps-Fair,0.4,,,0.8063660477453581,0.36666666666666664,0.002259300000332587
DRUG,2,25,250777,GBM,Our Eps-Fair,0.5,,,0.8063660477453581,0.36666666666666664,0.0022134000000733067
DRUG,2,25,250777,GBM,Fairlearn,,0.0001,,0.7692307692307693,0.06689400397840295,1.4822174999999334
DRUG,2,25,250777,GBM,Fairlearn,,0.5,,0.7639257294429708,0.07655583972719521,1.444499000000178
DRUG,2,25,250777,GBM,Fairlearn,,1.0,,0.7639257294429708,0.07760727479397556,1.1637721999995847
DRUG,2,25,250777,GBM,Fairlearn,,2.5,,0.8116710875331565,0.31099744245524297,1.0733968000004097
DRUG,2,25,250777,GBM,Fairlearn,,5.0,,0.8143236074270557,0.30406365444728617,1.475422299999991
DRUG,2,25,250777,GBM,Fairlearn,,10.0,,0.8143236074270557,0.3383063370275647,1.9785681000003024
DRUG,2,25,250777,NN,Unfair,,,,0.8010610079575596,0.4212844558113101,
DRUG,2,25,250777,NN,Our Eps-Fair,0.01,,,0.7639257294429708,0.03580562659846548,0.026207800000520365
DRUG,2,25,250777,NN,Our Eps-Fair,0.1,,,0.7931034482758621,0.1841148053424268,0.017141199999969103
DRUG,2,25,250777,NN,Our Eps-Fair,0.3,,,0.8090185676392573,0.40468883205456097,0.02513199999975768
DRUG,2,25,250777,NN,Our Eps-Fair,0.5,,,0.8010610079575596,0.4212844558113101,0.002538799999456387
DRUG,2,25,250777,NN,Our Eps-Fair,0.9,,,0.8010610079575596,0.4212844558113101,0.0022601000000577187
DRUG,2,25,250777,NN,Fair-adversarial,,,0.01,0.7957559681697612,0.43304916169366303,3.2492200999995475
DRUG,2,25,250777,NN,Fair-adversarial,,,0.1,0.8222811671087533,0.3248650184711566,2.994577599999502
DRUG,2,25,250777,NN,Fair-adversarial,,,0.5,0.7957559681697612,0.2561807331628304,3.0523821000006137
DRUG,2,25,250777,NN,Fair-adversarial,,,0.9,0.8222811671087533,0.3248650184711566,3.1472332000003007
DRUG,2,25,250777,NN,Fair-adversarial,,,1.0,0.7877984084880637,0.2534526854219949,3.197435399999449
DRUG,2,26,260777,reglog,Unfair,,,,0.8143236074270557,0.35322534811025863,0.0004871000001003267
DRUG,2,26,260777,reglog,Our Eps-Fair,0.0,,,0.7400530503978779,0.06859903381642513,0.020782700000381737
DRUG,2,26,260777,reglog,Our Eps-Fair,0.1,,,0.7586206896551724,0.005768684285308356,0.016586499999903026
DRUG,2,26,260777,reglog,Our Eps-Fair,0.2,,,0.7877984084880637,0.11227621483375966,0.018301600000086182
DRUG,2,26,260777,reglog,Our Eps-Fair,0.3,,,0.8116710875331565,0.2851662404092072,0.021993500000462518
DRUG,2,26,260777,reglog,Our Eps-Fair,0.4,,,0.8143236074270557,0.35322534811025863,0.002516099999411381
DRUG,2,26,260777,reglog,Our Eps-Fair,0.5,,,0.8143236074270557,0.35322534811025863,0.00220539999918401
DRUG,2,26,260777,reglog,Fairlearn,,0.0001,,0.7586206896551724,0.008098891730605295,0.6163397000000259
DRUG,2,26,260777,reglog,Fairlearn,,0.5,,0.7506631299734748,0.03540778630292696,0.6441928000003827
DRUG,2,26,260777,reglog,Fairlearn,,1.0,,0.753315649867374,0.029525433361750508,0.6712070000003223
DRUG,2,26,260777,reglog,Fairlearn,,2.5,,0.7559681697612732,0.012929809605001452,0.7254357000001619
DRUG,2,26,260777,reglog,Fairlearn,,5.0,,0.7984084880636605,0.21184995737425405,0.8373987999993915
DRUG,2,26,260777,reglog,Fairlearn,,10.0,,0.8116710875331565,0.2626882637112816,1.130616800000098
DRUG,2,26,260777,RF,Unfair,,,,0.830238726790451,0.2912475134981529,0.012925100000757084
DRUG,2,26,260777,RF,Our Eps-Fair,0.0,,,0.7453580901856764,0.06649616368286448,0.017607099999622733
DRUG,2,26,260777,RF,Our Eps-Fair,0.1,,,0.7718832891246684,0.022364308042057357,0.022799499999564432
DRUG,2,26,260777,RF,Our Eps-Fair,0.2,,,0.8275862068965517,0.18894572321682296,0.01278439999987313
DRUG,2,26,260777,RF,Our Eps-Fair,0.3,,,0.830238726790451,0.2794828076158,0.014437400000133493
DRUG,2,26,260777,RF,Our Eps-Fair,0.4,,,0.830238726790451,0.2912475134981529,0.0022354000002451357
DRUG,2,26,260777,RF,Our Eps-Fair,0.5,,,0.830238726790451,0.2912475134981529,0.002748099999735132
DRUG,2,26,260777,RF,Fairlearn,,0.0001,,0.7692307692307693,0.0475987496447855,5.957581200000277
DRUG,2,26,260777,RF,Fairlearn,,0.5,,0.76657824933687,0.040664961636828645,7.850733900000705
DRUG,2,26,260777,RF,Fairlearn,,1.0,,0.7824933687002652,0.002188121625461781,7.445671100000254
DRUG,2,26,260777,RF,Fairlearn,,2.5,,0.8249336870026526,0.21310031258880363,6.591585399999531
DRUG,2,26,260777,RF,Fairlearn,,5.0,,0.830238726790451,0.23768115942028983,6.106643000000076
DRUG,2,26,260777,RF,Fairlearn,,10.0,,0.830238726790451,0.23768115942028983,12.985932200000207
DRUG,2,26,260777,GBM,Unfair,,,,0.8275862068965517,0.27570332480818416,0.00222349999967264
DRUG,2,26,260777,GBM,Our Eps-Fair,0.0,,,0.753315649867374,0.031628303495311205,0.03326259999994363
DRUG,2,26,260777,GBM,Our Eps-Fair,0.1,,,0.7957559681697612,0.09147485080988921,0.015395999999782362
DRUG,2,26,260777,GBM,Our Eps-Fair,0.2,,,0.8169761273209549,0.1675191815856778,0.018357900000410154
