Dataset,K,Repetition,Seed,Model,TunedParameters,DataBudgetProtocol,Method,Epsilon,Alpha,Accuracy,Unfairness,OptimizerSuccess,OptimizerStatus,OptimizerMessage,OptimizerIterations,PostprocessRuntimeSeconds,Convergence,SolverResidual,ProjectionRho,ProjectionMaxIterRequested,ProjectionDivergence,ProjectionMethod,TransportCalibrationDPGap,TransportObjective,TransportMIPSolver,TransportQPSolver
DRUG,4,22,220777,reglog,{},paper,Our Eps-Fair,0.3,,0.4986737400530504,0.3046045534548345,True,0,Optimization terminated successfully,7.0,0.007886205989052542,completed_without_exception,,,,,,,,,
DRUG,4,22,220777,reglog,{},paper,Our Eps-Fair,0.4,,0.4907161803713528,0.32501561346732527,True,0,Optimization terminated successfully,1.0,0.0012987470108782873,completed_without_exception,,,,,,,,,
DRUG,4,22,220777,reglog,{},paper,Our Eps-Fair,0.5,,0.4907161803713528,0.32501561346732527,True,0,Optimization terminated successfully,1.0,0.0012642929941648617,completed_without_exception,,,,,,,,,
DRUG,4,22,220777,reglog,{},paper,FairProjection,,0.0,0.4880636604774536,0.09822290353716004,True,completed_without_exception,convergence_not_observable,,3.026743502006866,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,22,220777,reglog,{},paper,FairProjection,,0.1,0.4960212201591512,0.12144438766819965,True,completed_without_exception,convergence_not_observable,,2.9884840119921137,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,22,220777,reglog,{},paper,FairProjection,,0.2,0.4880636604774536,0.17915744052688354,True,completed_without_exception,convergence_not_observable,,2.957704272994306,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,22,220777,reglog,{},paper,FairProjection,,0.5,0.4907161803713528,0.32501561346732527,True,completed_without_exception,convergence_not_observable,,2.920725504984148,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,22,220777,reglog,{},paper,FairProjection,,0.75,0.4907161803713528,0.32501561346732527,True,completed_without_exception,convergence_not_observable,,2.856135064997943,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,22,220777,reglog,{},paper,Fair-transport,,0.0,0.48010610079575594,0.060267983875546466,True,completed_without_exception,optimal,,0.05867832600779366,optimal,,,,,,3.344677923511341e-09,0.5876382224799439,CLARABEL,OSQP
DRUG,4,22,220777,reglog,{},paper,Fair-transport,,0.1,0.4960212201591512,0.162550388917277,True,completed_without_exception,optimal,,0.05867014601244591,optimal,,,,,,0.10000001518818319,0.5749003618621081,CLARABEL,OSQP
DRUG,4,22,220777,reglog,{},paper,Fair-transport,,0.2,0.47745358090185674,0.22097314483620056,True,completed_without_exception,optimal,,0.05826418301148806,optimal,,,,,,0.20000000410544036,0.5696582621687157,CLARABEL,OSQP
DRUG,4,22,220777,reglog,{},paper,Fair-transport,,0.3,0.4960212201591512,0.319167660250951,True,completed_without_exception,optimal,,0.05741829899488948,optimal,,,,,,0.30000000079460787,0.5672431558037443,CLARABEL,OSQP
DRUG,4,22,220777,reglog,{},paper,Fair-transport,,0.4,0.4827586206896552,0.3076420825526599,True,completed_without_exception,optimal,,0.05684968399873469,optimal,,,,,,0.38994031238549065,0.5666713437826311,CLARABEL,OSQP
DRUG,4,22,220777,RF,"{'n_estimators': np.int64(98), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(3), 'max_depth': np.int64(2)}",paper,Unfair,,,0.4482758620689655,0.26085845682166575,True,not_applicable,not applicable,0.0,0.0,not_applicable,,,,,,,,,
DRUG,4,22,220777,RF,"{'n_estimators': np.int64(98), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(3), 'max_depth': np.int64(2)}",paper,Our Eps-Fair,0.0,,0.4403183023872679,0.11094078237665361,True,0,Optimization terminated successfully,13.0,0.014871685998514295,completed_without_exception,,,,,,,,,
DRUG,4,22,220777,RF,"{'n_estimators': np.int64(98), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(3), 'max_depth': np.int64(2)}",paper,Our Eps-Fair,0.1,,0.4827586206896552,0.13069891557372398,True,0,Optimization terminated successfully,12.0,0.013122998992912471,completed_without_exception,,,,,,,,,
DRUG,4,22,220777,RF,"{'n_estimators': np.int64(98), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(3), 'max_depth': np.int64(2)}",paper,Our Eps-Fair,0.2,,0.46684350132625996,0.18236529835916654,True,0,Optimization terminated successfully,13.0,0.014358592001372017,completed_without_exception,,,,,,,,,
DRUG,4,22,220777,RF,"{'n_estimators': np.int64(98), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(3), 'max_depth': np.int64(2)}",paper,Our Eps-Fair,0.3,,0.4482758620689655,0.24530176574121385,True,0,Optimization terminated successfully,7.0,0.008080956991761923,completed_without_exception,,,,,,,,,
DRUG,4,22,220777,RF,"{'n_estimators': np.int64(98), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(3), 'max_depth': np.int64(2)}",paper,Our Eps-Fair,0.4,,0.44562334217506633,0.2560040878896269,True,0,Optimization terminated successfully,1.0,0.0012899369903607294,completed_without_exception,,,,,,,,,
DRUG,4,22,220777,RF,"{'n_estimators': np.int64(98), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(3), 'max_depth': np.int64(2)}",paper,Our Eps-Fair,0.5,,0.4482758620689655,0.26085845682166575,True,0,Optimization terminated successfully,1.0,0.001294575005886145,completed_without_exception,,,,,,,,,
DRUG,4,22,220777,RF,"{'n_estimators': np.int64(98), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(3), 'max_depth': np.int64(2)}",paper,FairProjection,,0.0,0.44297082228116713,0.06089252256855732,True,completed_without_exception,convergence_not_observable,,2.943048714005272,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,22,220777,RF,"{'n_estimators': np.int64(98), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(3), 'max_depth': np.int64(2)}",paper,FairProjection,,0.1,0.46684350132625996,0.20933401464827114,True,completed_without_exception,convergence_not_observable,,2.9568536639999365,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,22,220777,RF,"{'n_estimators': np.int64(98), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(3), 'max_depth': np.int64(2)}",paper,FairProjection,,0.2,0.4482758620689655,0.26085845682166575,True,completed_without_exception,convergence_not_observable,,2.884569539994118,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,22,220777,RF,"{'n_estimators': np.int64(98), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(3), 'max_depth': np.int64(2)}",paper,FairProjection,,0.5,0.4482758620689655,0.26085845682166575,True,completed_without_exception,convergence_not_observable,,2.9807822309958283,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,22,220777,RF,"{'n_estimators': np.int64(98), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(3), 'max_depth': np.int64(2)}",paper,FairProjection,,0.75,0.4482758620689655,0.26085845682166575,True,completed_without_exception,convergence_not_observable,,2.8968020979955327,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,22,220777,RF,"{'n_estimators': np.int64(98), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(3), 'max_depth': np.int64(2)}",paper,Fair-transport,,0.0,0.4509283819628647,0.10520638164991769,True,completed_without_exception,optimal,,0.051465393989929,optimal,,,,,,3.813245413875066e-10,0.6597657730933638,CLARABEL,OSQP
DRUG,4,22,220777,RF,"{'n_estimators': np.int64(98), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(3), 'max_depth': np.int64(2)}",paper,Fair-transport,,0.1,0.46949602122015915,0.2228467609152331,True,completed_without_exception,optimal,,0.19226140298997052,optimal,,,,,,0.1000000074849357,0.6552840222694376,CLARABEL,OSQP
DRUG,4,22,220777,RF,"{'n_estimators': np.int64(98), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(3), 'max_depth': np.int64(2)}",paper,Fair-transport,,0.2,0.46419098143236076,0.18236529835916654,True,completed_without_exception,optimal,,0.042648513001040556,optimal,,,,,,0.20000000022775716,0.6539809740674469,CLARABEL,OSQP
DRUG,4,22,220777,RF,"{'n_estimators': np.int64(98), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(3), 'max_depth': np.int64(2)}",paper,Fair-transport,,0.3,0.46153846153846156,0.23945381252483958,True,completed_without_exception,optimal,,0.057120760015095584,optimal,,,,,,0.2999999979598433,0.6537181675937287,CLARABEL,OSQP
DRUG,4,22,220777,RF,"{'n_estimators': np.int64(98), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(3), 'max_depth': np.int64(2)}",paper,Fair-transport,,0.4,0.46153846153846156,0.25887128825299494,True,completed_without_exception,optimal,,0.056007838997174986,optimal,,,,,,0.3138959857902657,0.6537157560671595,CLARABEL,OSQP
DRUG,4,22,220777,GBM,"{'reg_lambda': 5, 'reg_alpha': 2, 'num_leaves': np.int64(44), 'n_estimators': np.int64(70), 'min_child_samples': np.int64(46), 'max_depth': np.int64(4)}",paper,Unfair,,,0.47480106100795755,0.259751320047692,True,not_applicable,not applicable,0.0,0.0,not_applicable,,,,,,,,,
DRUG,4,22,220777,GBM,"{'reg_lambda': 5, 'reg_alpha': 2, 'num_leaves': np.int64(44), 'n_estimators': np.int64(70), 'min_child_samples': np.int64(46), 'max_depth': np.int64(4)}",paper,Our Eps-Fair,0.0,,0.46949602122015915,0.06611593709192073,True,0,Optimization terminated successfully,22.0,0.023933644988574088,completed_without_exception,,,,,,,,,
DRUG,4,22,220777,GBM,"{'reg_lambda': 5, 'reg_alpha': 2, 'num_leaves': np.int64(44), 'n_estimators': np.int64(70), 'min_child_samples': np.int64(46), 'max_depth': np.int64(4)}",paper,Our Eps-Fair,0.1,,0.4827586206896552,0.138335320501902,True,0,Optimization terminated successfully,18.0,0.01932845200644806,completed_without_exception,,,,,,,,,
DRUG,4,22,220777,GBM,"{'reg_lambda': 5, 'reg_alpha': 2, 'num_leaves': np.int64(44), 'n_estimators': np.int64(70), 'min_child_samples': np.int64(46), 'max_depth': np.int64(4)}",paper,Our Eps-Fair,0.2,,0.4827586206896552,0.20723329358996195,True,0,Optimization terminated successfully,9.0,0.009864537001703866,completed_without_exception,,,,,,,,,
DRUG,4,22,220777,GBM,"{'reg_lambda': 5, 'reg_alpha': 2, 'num_leaves': np.int64(44), 'n_estimators': np.int64(70), 'min_child_samples': np.int64(46), 'max_depth': np.int64(4)}",paper,Our Eps-Fair,0.3,,0.47480106100795755,0.259751320047692,True,0,Optimization terminated successfully,1.0,0.0012488020001910627,completed_without_exception,,,,,,,,,
DRUG,4,22,220777,GBM,"{'reg_lambda': 5, 'reg_alpha': 2, 'num_leaves': np.int64(44), 'n_estimators': np.int64(70), 'min_child_samples': np.int64(46), 'max_depth': np.int64(4)}",paper,Our Eps-Fair,0.4,,0.47480106100795755,0.259751320047692,True,0,Optimization terminated successfully,1.0,0.0011430540034780279,completed_without_exception,,,,,,,,,
DRUG,4,22,220777,GBM,"{'reg_lambda': 5, 'reg_alpha': 2, 'num_leaves': np.int64(44), 'n_estimators': np.int64(70), 'min_child_samples': np.int64(46), 'max_depth': np.int64(4)}",paper,Our Eps-Fair,0.5,,0.47480106100795755,0.259751320047692,True,0,Optimization terminated successfully,1.0,0.0012010109930997714,completed_without_exception,,,,,,,,,
DRUG,4,22,220777,GBM,"{'reg_lambda': 5, 'reg_alpha': 2, 'num_leaves': np.int64(44), 'n_estimators': np.int64(70), 'min_child_samples': np.int64(46), 'max_depth': np.int64(4)}",paper,FairProjection,,0.0,0.4880636604774536,0.11792426048941124,True,completed_without_exception,convergence_not_observable,,2.9187200169981224,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,22,220777,GBM,"{'reg_lambda': 5, 'reg_alpha': 2, 'num_leaves': np.int64(44), 'n_estimators': np.int64(70), 'min_child_samples': np.int64(46), 'max_depth': np.int64(4)}",paper,FairProjection,,0.1,0.48010610079575594,0.14804405836597967,True,completed_without_exception,convergence_not_observable,,2.9688067009992665,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,22,220777,GBM,"{'reg_lambda': 5, 'reg_alpha': 2, 'num_leaves': np.int64(44), 'n_estimators': np.int64(70), 'min_child_samples': np.int64(46), 'max_depth': np.int64(4)}",paper,FairProjection,,0.2,0.48010610079575594,0.167461534094135,True,completed_without_exception,convergence_not_observable,,2.9530679359886562,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,22,220777,GBM,"{'reg_lambda': 5, 'reg_alpha': 2, 'num_leaves': np.int64(44), 'n_estimators': np.int64(70), 'min_child_samples': np.int64(46), 'max_depth': np.int64(4)}",paper,FairProjection,,0.5,0.47480106100795755,0.259751320047692,True,completed_without_exception,convergence_not_observable,,2.9809002799884183,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,22,220777,GBM,"{'reg_lambda': 5, 'reg_alpha': 2, 'num_leaves': np.int64(44), 'n_estimators': np.int64(70), 'min_child_samples': np.int64(46), 'max_depth': np.int64(4)}",paper,FairProjection,,0.75,0.47480106100795755,0.259751320047692,True,completed_without_exception,convergence_not_observable,,2.9354147400008515,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,22,220777,GBM,"{'reg_lambda': 5, 'reg_alpha': 2, 'num_leaves': np.int64(44), 'n_estimators': np.int64(70), 'min_child_samples': np.int64(46), 'max_depth': np.int64(4)}",paper,Fair-transport,,0.0,0.46153846153846156,0.04570487707942994,True,completed_without_exception,optimal,,0.05807222101429943,optimal,,,,,,4.447745505231637e-10,0.505254915531301,CLARABEL,OSQP
DRUG,4,22,220777,GBM,"{'reg_lambda': 5, 'reg_alpha': 2, 'num_leaves': np.int64(44), 'n_estimators': np.int64(70), 'min_child_samples': np.int64(46), 'max_depth': np.int64(4)}",paper,Fair-transport,,0.1,0.48010610079575594,0.138335320501902,True,completed_without_exception,optimal,,0.0578753309964668,optimal,,,,,,0.10000000064068784,0.48831894180673907,CLARABEL,OSQP
DRUG,4,22,220777,GBM,"{'reg_lambda': 5, 'reg_alpha': 2, 'num_leaves': np.int64(44), 'n_estimators': np.int64(70), 'min_child_samples': np.int64(46), 'max_depth': np.int64(4)}",paper,Fair-transport,,0.2,0.47480106100795755,0.23249872253449155,True,completed_without_exception,optimal,,0.05722241300099995,optimal,,,,,,0.20000000343261562,0.483352296476928,CLARABEL,OSQP
DRUG,4,22,220777,GBM,"{'reg_lambda': 5, 'reg_alpha': 2, 'num_leaves': np.int64(44), 'n_estimators': np.int64(70), 'min_child_samples': np.int64(46), 'max_depth': np.int64(4)}",paper,Fair-transport,,0.3,0.4827586206896552,0.25594731164480783,True,completed_without_exception,optimal,,0.056192934993305244,optimal,,,,,,0.24541059260454948,0.48288497861547375,CLARABEL,OSQP
DRUG,4,22,220777,GBM,"{'reg_lambda': 5, 'reg_alpha': 2, 'num_leaves': np.int64(44), 'n_estimators': np.int64(70), 'min_child_samples': np.int64(46), 'max_depth': np.int64(4)}",paper,Fair-transport,,0.4,0.47214854111405835,0.27144722648044056,True,completed_without_exception,optimal,,0.057173363005858846,optimal,,,,,,0.2454106003420026,0.48288497776560435,CLARABEL,OSQP
DRUG,4,23,230777,reglog,{},paper,Unfair,,,0.4403183023872679,0.2522000794867427,True,not_applicable,not applicable,0.0,0.0,not_applicable,,,,,,,,,
DRUG,4,23,230777,reglog,{},paper,Our Eps-Fair,0.0,,0.38726790450928383,0.06517912905240447,True,0,Optimization terminated successfully,23.0,0.026281526006641798,completed_without_exception,,,,,,,,,
DRUG,4,23,230777,reglog,{},paper,Our Eps-Fair,0.1,,0.41114058355437666,0.16343042071197408,True,0,Optimization terminated successfully,18.0,0.021034277000580914,completed_without_exception,,,,,,,,,
DRUG,4,23,230777,reglog,{},paper,Our Eps-Fair,0.2,,0.4323607427055703,0.233492306818827,True,0,Optimization terminated successfully,10.0,0.010793477995321155,completed_without_exception,,,,,,,,,
DRUG,4,23,230777,reglog,{},paper,Our Eps-Fair,0.3,,0.4403183023872679,0.2522000794867427,True,0,Optimization terminated successfully,1.0,0.0013321709993761033,completed_without_exception,,,,,,,,,
DRUG,4,23,230777,reglog,{},paper,Our Eps-Fair,0.4,,0.4403183023872679,0.2522000794867427,True,0,Optimization terminated successfully,1.0,0.0012212940055178478,completed_without_exception,,,,,,,,,
DRUG,4,23,230777,reglog,{},paper,Our Eps-Fair,0.5,,0.4403183023872679,0.2522000794867427,True,0,Optimization terminated successfully,1.0,0.0011968360049650073,completed_without_exception,,,,,,,,,
DRUG,4,23,230777,reglog,{},paper,FairProjection,,0.0,0.40848806366047746,0.15173451427922555,True,completed_without_exception,convergence_not_observable,,2.914290009997785,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,23,230777,reglog,{},paper,FairProjection,,0.1,0.41644562334217505,0.1943734741384205,True,completed_without_exception,convergence_not_observable,,2.8900092980038607,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,23,230777,reglog,{},paper,FairProjection,,0.2,0.4403183023872679,0.21776528700391756,True,completed_without_exception,convergence_not_observable,,2.985519252004451,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,23,230777,reglog,{},paper,FairProjection,,0.5,0.4403183023872679,0.2522000794867427,True,completed_without_exception,convergence_not_observable,,3.0046938529849285,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,23,230777,reglog,{},paper,FairProjection,,0.75,0.4403183023872679,0.2522000794867427,True,completed_without_exception,convergence_not_observable,,2.91923083801521,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,23,230777,reglog,{},paper,Fair-transport,,0.0,0.3952254641909814,0.04774882189292001,True,completed_without_exception,optimal,,0.060718759006704204,optimal,,,,,,1.9942919926574376e-08,0.5761870391995981,CLARABEL,OSQP
DRUG,4,23,230777,reglog,{},paper,Fair-transport,,0.1,0.41114058355437666,0.19068301822517456,True,completed_without_exception,optimal,,0.05912751400319394,optimal,,,,,,0.10000000090509625,0.5579859305716933,CLARABEL,OSQP
DRUG,4,23,230777,reglog,{},paper,Fair-transport,,0.2,0.4350132625994695,0.23150513825015612,True,completed_without_exception,optimal,,0.056307980994461104,optimal,,,,,,0.2000000115557875,0.5521560621996918,CLARABEL,OSQP
DRUG,4,23,230777,reglog,{},paper,Fair-transport,,0.3,0.4509283819628647,0.2958893998750923,True,completed_without_exception,optimal,,0.05581066099693999,optimal,,,,,,0.2847968242818037,0.5512952862158184,CLARABEL,OSQP
DRUG,4,23,230777,reglog,{},paper,Fair-transport,,0.4,0.4482758620689655,0.32203486061431896,True,completed_without_exception,optimal,,0.058926861005602404,optimal,,,,,,0.2847968192984736,0.5512952851265964,CLARABEL,OSQP
DRUG,4,23,230777,RF,"{'n_estimators': np.int64(94), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(2)}",paper,Unfair,,,0.41909814323607425,0.22500425821836142,True,not_applicable,not applicable,0.0,0.0,not_applicable,,,,,,,,,
DRUG,4,23,230777,RF,"{'n_estimators': np.int64(94), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(2)}",paper,Our Eps-Fair,0.0,,0.3952254641909814,0.14716402657128258,True,0,Optimization terminated successfully,23.0,0.02426122200267855,completed_without_exception,,,,,,,,,
DRUG,4,23,230777,RF,"{'n_estimators': np.int64(94), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(2)}",paper,Our Eps-Fair,0.1,,0.3952254641909814,0.10628513030148184,True,0,Optimization terminated successfully,13.0,0.01475399399350863,completed_without_exception,,,,,,,,,
DRUG,4,23,230777,RF,"{'n_estimators': np.int64(94), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(2)}",paper,Our Eps-Fair,0.2,,0.41909814323607425,0.22500425821836142,True,0,Optimization terminated successfully,1.0,0.0012067290081176907,completed_without_exception,,,,,,,,,
DRUG,4,23,230777,RF,"{'n_estimators': np.int64(94), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(2)}",paper,Our Eps-Fair,0.3,,0.41909814323607425,0.22500425821836142,True,0,Optimization terminated successfully,1.0,0.0011729059915523976,completed_without_exception,,,,,,,,,
DRUG,4,23,230777,RF,"{'n_estimators': np.int64(94), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(2)}",paper,Our Eps-Fair,0.4,,0.41909814323607425,0.22500425821836142,True,0,Optimization terminated successfully,1.0,0.001271738001378253,completed_without_exception,,,,,,,,,
DRUG,4,23,230777,RF,"{'n_estimators': np.int64(94), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(2)}",paper,Our Eps-Fair,0.5,,0.41909814323607425,0.22500425821836142,True,0,Optimization terminated successfully,1.0,0.0012360269902274013,completed_without_exception,,,,,,,,,
DRUG,4,23,230777,RF,"{'n_estimators': np.int64(94), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(2)}",paper,FairProjection,,0.0,0.4005305039787798,0.11400669959688864,True,completed_without_exception,convergence_not_observable,,2.8789614329871256,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,23,230777,RF,"{'n_estimators': np.int64(94), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(2)}",paper,FairProjection,,0.1,0.40583554376657827,0.2581048089479362,True,completed_without_exception,convergence_not_observable,,2.950808577996213,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,23,230777,RF,"{'n_estimators': np.int64(94), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(2)}",paper,FairProjection,,0.2,0.41909814323607425,0.22500425821836142,True,completed_without_exception,convergence_not_observable,,2.9471235790115315,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,23,230777,RF,"{'n_estimators': np.int64(94), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(2)}",paper,FairProjection,,0.5,0.41909814323607425,0.22500425821836142,True,completed_without_exception,convergence_not_observable,,2.986034738991293,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,23,230777,RF,"{'n_estimators': np.int64(94), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(2)}",paper,FairProjection,,0.75,0.41909814323607425,0.22500425821836142,True,completed_without_exception,convergence_not_observable,,3.0100541549909394,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,23,230777,RF,"{'n_estimators': np.int64(94), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(2)}",paper,Fair-transport,,0.0,0.40583554376657827,0.14617044228694714,True,completed_without_exception,optimal,,0.05949842999689281,optimal,,,,,,8.740912577076543e-10,0.6538478761956373,CLARABEL,OSQP
DRUG,4,23,230777,RF,"{'n_estimators': np.int64(94), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(2)}",paper,Fair-transport,,0.1,0.40848806366047746,0.1616703571225799,True,completed_without_exception,optimal,,0.06134021301113535,optimal,,,,,,0.10000000198896727,0.6469673056819915,CLARABEL,OSQP
DRUG,4,23,230777,RF,"{'n_estimators': np.int64(94), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(2)}",paper,Fair-transport,,0.2,0.4244031830238727,0.21529552035428373,True,completed_without_exception,optimal,,0.05138145400269423,optimal,,,,,,0.16621199414432242,0.6460272509862223,CLARABEL,OSQP
DRUG,4,23,230777,RF,"{'n_estimators': np.int64(94), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(2)}",paper,Fair-transport,,0.3,0.41644562334217505,0.16851189462328958,True,completed_without_exception,optimal,,0.056970555990119465,optimal,,,,,,0.16621207043919792,0.6460272547673278,CLARABEL,OSQP
DRUG,4,23,230777,RF,"{'n_estimators': np.int64(94), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(2)}",paper,Fair-transport,,0.4,0.4244031830238727,0.2190427525123488,True,completed_without_exception,optimal,,0.05873612601135392,optimal,,,,,,0.16621203736913415,0.6460272533245857,CLARABEL,OSQP
DRUG,4,23,230777,GBM,"{'reg_lambda': 1, 'reg_alpha': 5, 'num_leaves': np.int64(32), 'n_estimators': np.int64(197), 'min_child_samples': np.int64(78), 'max_depth': np.int64(14)}",paper,Unfair,,,0.4217506631299735,0.26769999432237546,True,not_applicable,not applicable,0.0,0.0,not_applicable,,,,,,,,,
DRUG,4,23,230777,GBM,"{'reg_lambda': 1, 'reg_alpha': 5, 'num_leaves': np.int64(32), 'n_estimators': np.int64(197), 'min_child_samples': np.int64(78), 'max_depth': np.int64(14)}",paper,Our Eps-Fair,0.0,,0.40583554376657827,0.08050871515357977,True,0,Optimization terminated successfully,30.0,0.033602725990931503,completed_without_exception,,,,,,,,,
DRUG,4,23,230777,GBM,"{'reg_lambda': 1, 'reg_alpha': 5, 'num_leaves': np.int64(32), 'n_estimators': np.int64(197), 'min_child_samples': np.int64(78), 'max_depth': np.int64(14)}",paper,Our Eps-Fair,0.1,,0.41379310344827586,0.15383523533753476,True,0,Optimization terminated successfully,20.0,0.02244896000775043,completed_without_exception,,,,,,,,,
DRUG,4,23,230777,GBM,"{'reg_lambda': 1, 'reg_alpha': 5, 'num_leaves': np.int64(32), 'n_estimators': np.int64(197), 'min_child_samples': np.int64(78), 'max_depth': np.int64(14)}",paper,Our Eps-Fair,0.2,,0.4270557029177719,0.2560040878896269,True,0,Optimization terminated successfully,14.0,0.015299933991627768,completed_without_exception,,,,,,,,,
DRUG,4,23,230777,GBM,"{'reg_lambda': 1, 'reg_alpha': 5, 'num_leaves': np.int64(32), 'n_estimators': np.int64(197), 'min_child_samples': np.int64(78), 'max_depth': np.int64(14)}",paper,Our Eps-Fair,0.3,,0.4217506631299735,0.26769999432237546,True,0,Optimization terminated successfully,1.0,0.0013361230085138232,completed_without_exception,,,,,,,,,
DRUG,4,23,230777,GBM,"{'reg_lambda': 1, 'reg_alpha': 5, 'num_leaves': np.int64(32), 'n_estimators': np.int64(197), 'min_child_samples': np.int64(78), 'max_depth': np.int64(14)}",paper,Our Eps-Fair,0.4,,0.4217506631299735,0.26769999432237546,True,0,Optimization terminated successfully,1.0,0.0012196360039524734,completed_without_exception,,,,,,,,,
DRUG,4,23,230777,GBM,"{'reg_lambda': 1, 'reg_alpha': 5, 'num_leaves': np.int64(32), 'n_estimators': np.int64(197), 'min_child_samples': np.int64(78), 'max_depth': np.int64(14)}",paper,Our Eps-Fair,0.5,,0.4217506631299735,0.26769999432237546,True,0,Optimization terminated successfully,1.0,0.0011655820126179606,completed_without_exception,,,,,,,,,
DRUG,4,23,230777,GBM,"{'reg_lambda': 1, 'reg_alpha': 5, 'num_leaves': np.int64(32), 'n_estimators': np.int64(197), 'min_child_samples': np.int64(78), 'max_depth': np.int64(14)}",paper,FairProjection,,0.0,0.41909814323607425,0.11500028388122407,True,completed_without_exception,convergence_not_observable,,2.940788562002126,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
